Northeast,2022,0
Northeast,2023,0.0182
Northeast,2024,0.0088
Northeast,2025,0.0123
Northeast,2026,0.0173
Northeast,2027,0.0125
Northeast,2028,0.0148
Northeast,2029,0.0101
Northeast,2030,0.0057
Northeast,2031,-0.0058
Northeast,2032,0.0014
Northeast,2033,-0.0024
Northeast,2034,0.0172
Northeast,2035,0.0086
Northeast,2036,0.0036
Northeast,2037,-0.0032
Northeast,2038,-0.0017
Northeast,2039,-0.0035
Northeast,2040,-0.0011
Northeast,2041,0.0035
Northeast,2042,0.0057
Northeast,2043,0.0114
Northeast,2044,-0.0038
Northeast,2045,0.0043
Northeast,2046,0.0023
Northeast,2047,-0.0069
Northeast,2048,0.0044
Northeast,2049,0.0012
Northeast,2050,-0.0071
Northeast,2051,-0.0078
Midwest,2022,0
Midwest,2023,0.011
Midwest,2024,0.0022
Midwest,2025,-0.0034
Midwest,2026,-0.0097
Midwest,2027,-0.0119
Midwest,2028,-0.0077
Midwest,2029,-0.0052
Midwest,2030,-0.0028
Midwest,2031,-0.0023
Midwest,2032,-0.0037
Midwest,2033,-0.0017
Midwest,2034,-0.0041
Midwest,2035,-0.0047
Midwest,2036,-0.002
Midwest,2037,-0.0029
Midwest,2038,-0.0054
Midwest,2039,-0.0054
Midwest,2040,-0.005
Midwest,2041,-0.0053
Midwest,2042,-0.005
Midwest,2043,-0.0046
Midwest,2044,-0.0063
Midwest,2045,-0.0062
Midwest,2046,-0.0046
Midwest,2047,-0.0042
Midwest,2048,-0.0051
Midwest,2049,-0.0056
Midwest,2050,-0.0079
Midwest,2051,-0.0095
South,2022,0
South,2023,0.0057
South,2024,-0.0017
South,2025,-0.0079
South,2026,-0.0035
South,2027,0.0018
South,2028,0.0018
South,2029,0.001
South,2030,0.0029
South,2031,0.0004
South,2032,-0.0024
South,2033,-0.0041
South,2034,0.0002
South,2035,0.0004
South,2036,-0.0017
South,2037,-0.0038
South,2038,-0.0034
South,2039,-0.003
South,2040,-0.0032
South,2041,-0.0027
South,2042,-0.0029
South,2043,-0.003
South,2044,-0.0063
South,2045,-0.0032
South,2046,-0.0024
South,2047,-0.0044
South,2048,-0.0022
South,2049,-0.0024
South,2050,-0.0055
South,2051,-0.0069
West,2022,0
West,2023,-0.0047
West,2024,-0.0149
West,2025,-0.0053
West,2026,0.0075
West,2027,0.0169
West,2028,0.0081
West,2029,0.0025
West,2030,0.0031
West,2031,0.0066
West,2032,0.01
West,2033,0.0071
West,2034,0.0047
West,2035,0.005
West,2036,0.0045
West,2037,0.0025
West,2038,0.0009
West,2039,0.0011
West,2040,-0.0002
West,2041,0.0009
West,2042,0.0008
West,2043,0.0014
West,2044,-0.0014
West,2045,-0.0004
West,2046,0.0011
West,2047,0.0012
West,2048,-0.0006
West,2049,-0.0003
West,2050,-0.0011
West,2051,-0.0026